CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAIS,CLASE,TIPO,FECHA COMPRA (MM/DD/AA),PERSONA NATURAL - JURIDICA
1009104,10008027,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/12/2007,NATURAL
1009104,10005207,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/13/2007,NATURAL
1009104,10008039,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/14/2007,NATURAL
1009104,10005188,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/15/2007,NATURAL
1009104,10008023,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/16/2007,NATURAL
1009104,10008024,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/17/2007,NATURAL
1009104,10008026,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/18/2007,NATURAL
1009104,10008042,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/19/2007,NATURAL
1009104,10005183,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/20/2007,NATURAL
1009104,10008020,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/21/2007,NATURAL
1009104,10004352,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/22/2007,NATURAL
1009104,10008017,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/23/2007,NATURAL
1009104,10008812,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/24/2007,NATURAL
1009104,10005174,COMPRA LOCAL,ZONSEN,ZS150T-48 ZT6,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/25/2007,NATURAL
1009103,10050266,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/26/2007,NATURAL
1009103,10050296,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/27/2007,NATURAL
1009103,10097787,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/28/2007,NATURAL
1009103,10097796,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/29/2007,NATURAL
1009103,10097798,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,4/30/2007,NATURAL
1009103,10097804,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/1/2007,NATURAL
1009103,10097819,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/2/2007,NATURAL
1009103,10050302,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/3/2007,NATURAL
1009103,10050663,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/4/2007,NATURAL
1009103,10050963,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/5/2007,NATURAL
1009103,10050963,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/6/2007,NATURAL
1009103,10063337,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/7/2007,NATURAL
1009103,10059281,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/8/2007,NATURAL
1009103,10050990,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/9/2007,NATURAL
1009103,10059431,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/10/2007,NATURAL
1009103,10050678,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/11/2007,NATURAL
1009103,10050971,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/12/2007,NATURAL
1009103,10050660,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/13/2007,NATURAL
1009103,10059462,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/14/2007,NATURAL
1009103,10050978,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/15/2007,NATURAL
1009103,10050978,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/16/2007,NATURAL
1009103,10059482,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/17/2007,NATURAL
1009103,10050305,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/18/2007,NATURAL
1009103,10059459,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/19/2007,NATURAL
1009103,10050260,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/20/2007,NATURAL
1009103,10050339,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/21/2007,NATURAL
1009103,10050965,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/22/2007,NATURAL
1009103,10050318,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/23/2007,NATURAL
1009103,10059437,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/24/2007,NATURAL
1009103,10050966,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/25/2007,NATURAL
1009103,10059453,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/26/2007,NATURAL
1009103,10050281,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/27/2007,NATURAL
1009103,10050336,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/28/2007,NATURAL
1009103,10050984,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/29/2007,NATURAL
1009103,10050279,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/30/2007,NATURAL
1009103,10050642,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,5/31/2007,NATURAL
1009103,10050980,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/1/2007,NATURAL
1009103,10050947,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/2/2007,NATURAL
1009103,10050345,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/3/2007,NATURAL
1009103,10050350,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/4/2007,NATURAL
1009103,10049892,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/5/2007,NATURAL
1009103,10050510,COMPRA LOCAL,IGM,IM200CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/6/2007,NATURAL
1009101,10039055,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/7/2007,NATURAL
1009101,10030313,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/8/2007,NATURAL
1009101,10030350,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/9/2007,NATURAL
1009101,10039061,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/10/2007,NATURAL
1009101,10030145,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/11/2007,NATURAL
1009101,10030130,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/12/2007,NATURAL
1009101,10030310,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/13/2007,NATURAL
1009101,10030334,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/14/2007,NATURAL
1009101,10030340,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/15/2007,NATURAL
1009101,10038600,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/16/2007,NATURAL
1009101,10039064,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/17/2007,NATURAL
1009101,10039106,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/18/2007,NATURAL
1009101,10039097,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/19/2007,NATURAL
1009101,10039103,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/20/2007,NATURAL
1009101,10030361,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/21/2007,NATURAL
1009101,10030326,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/22/2007,NATURAL
1009101,10030368,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/23/2007,NATURAL
1009101,10030152,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/24/2007,NATURAL
1009101,10030151,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/25/2007,NATURAL
1009101,10030155,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/26/2007,NATURAL
1009101,10030329,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/27/2007,NATURAL
1009101,10039074,COMPRA LOCAL,IGM,IM125CB-7D,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/28/2007,NATURAL
1009100,10039449,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/29/2007,NATURAL
1009100,10038789,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,6/30/2007,NATURAL
1009100,10027115,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/1/2007,NATURAL
1009100,10032531,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/2/2007,NATURAL
1009100,10039044,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/3/2007,NATURAL
1009100,10039458,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/4/2007,NATURAL
1009100,10050245,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/5/2007,NATURAL
1009100,10020225,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/6/2007,NATURAL
1009100,10020245,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/7/2007,NATURAL
1009100,10027113,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/8/2007,NATURAL
1009100,10039032,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/9/2007,NATURAL
1009100,10039035,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/10/2007,NATURAL
1009100,10050533,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/11/2007,NATURAL
1009100,10032516,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/12/2007,NATURAL
1009100,10039013,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/13/2007,NATURAL
1009100,10039019,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/14/2007,NATURAL
1009100,10039022,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/15/2007,NATURAL
1009100,10039430,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/16/2007,NATURAL
1009100,10039041,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/17/2007,NATURAL
1009100,10050732,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/18/2007,NATURAL
1009100,10020192,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/19/2007,NATURAL
1009100,10020222,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/20/2007,NATURAL
1009100,10026788,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/21/2007,NATURAL
1009100,10039001,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/22/2007,NATURAL
1009100,10050702,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/23/2007,NATURAL
1009100,10050707,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/24/2007,NATURAL
1009100,10050738,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/25/2007,NATURAL
1009100,10050740,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/26/2007,NATURAL
1009100,10063338,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/27/2007,NATURAL
1009100,10023234,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/28/2007,NATURAL
1009100,10032513,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/29/2007,NATURAL
1009100,10038722,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/30/2007,NATURAL
1009100,10038752,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,7/31/2007,NATURAL
1009100,10038978,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/1/2007,NATURAL
1009100,10038980,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/2/2007,NATURAL
1009100,10038981,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/3/2007,NATURAL
1009100,10038993,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/4/2007,NATURAL
1009100,10039005,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/5/2007,NATURAL
1009100,10039011,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/6/2007,NATURAL
1009100,10039025,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/7/2007,NATURAL
1009100,10050531,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/8/2007,NATURAL
1009100,10050728,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/9/2007,NATURAL
1009100,10050737,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/10/2007,NATURAL
1009100,10020218,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/11/2007,NATURAL
1009100,10020233,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/12/2007,NATURAL
1009100,10020279,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/13/2007,NATURAL
1009100,10020281,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/14/2007,NATURAL
1009100,10022892,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/15/2007,NATURAL
1009100,10026783,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/16/2007,NATURAL
1009100,10026791,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/17/2007,NATURAL
1009100,10029911,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/18/2007,NATURAL
1009100,10032510,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/19/2007,NATURAL
1009100,10038744,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/20/2007,NATURAL
1009100,10039431,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/21/2007,NATURAL
1009100,10050692,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/22/2007,NATURAL
1009100,10026774,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/23/2007,NATURAL
1009100,10029897,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/24/2007,NATURAL
1009100,10029908,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/25/2007,NATURAL
1009100,10039428,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/26/2007,NATURAL
1009100,10039436,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/27/2007,NATURAL
1009100,10020209,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/28/2007,NATURAL
1009100,10026780,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/29/2007,NATURAL
1009100,10026780,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/30/2007,NATURAL
1009100,10032524,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/31/2007,NATURAL
1009100,10038719,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/1/2007,NATURAL
1009100,10038728,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/2/2007,NATURAL
1009100,10038977,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/3/2007,NATURAL
1009100,10039454,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/4/2007,NATURAL
1009100,10020203,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/5/2007,NATURAL
1009100,10020272,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/6/2007,NATURAL
1009100,10023224,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/7/2007,NATURAL
1009100,10026803,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/8/2007,NATURAL
1009100,10029912,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/9/2007,NATURAL
1009100,10032522,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/10/2007,NATURAL
1009100,10032527,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/11/2007,NATURAL
1009100,10039446,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/12/2007,NATURAL
1009100,10020224,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/13/2007,NATURAL
1009100,10020267,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/14/2007,NATURAL
1009100,10020282,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/15/2007,NATURAL
1009100,10020311,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/16/2007,NATURAL
1009100,10026797,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/17/2007,NATURAL
1009100,10038725,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/18/2007,NATURAL
1009100,10039440,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/19/2007,NATURAL
1009100,10020249,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/20/2007,NATURAL
1009100,10023240,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/21/2007,NATURAL
1009100,10023249,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/22/2007,NATURAL
1009100,10023315,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/23/2007,NATURAL
1009100,10026792,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/24/2007,NATURAL
1009100,10032521,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/25/2007,NATURAL
1009100,10020215,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/26/2007,NATURAL
1009100,10020219,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/27/2007,NATURAL
1009100,10020231,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/28/2007,NATURAL
1009100,10020300,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/29/2007,NATURAL
1009100,10026789,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/30/2007,NATURAL
1009100,10032515,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/1/2007,NATURAL
1009100,10032533,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/2/2007,NATURAL
1009100,10038723,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/3/2007,NATURAL
1009100,10039434,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/4/2007,NATURAL
1009100,10039437,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/5/2007,NATURAL
1009100,10039439,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/6/2007,NATURAL
1009100,10020216,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/7/2007,NATURAL
1009100,10020261,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/8/2007,NATURAL
1009100,10023239,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/9/2007,NATURAL
1009100,10026786,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/10/2007,NATURAL
1009100,10029935,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/11/2007,NATURAL
1009100,10032512,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/12/2007,NATURAL
1009100,10020252,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/13/2007,NATURAL
1009100,10023218,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/14/2007,NATURAL
1009100,10023255,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/15/2007,NATURAL
1009100,10032507,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/16/2007,NATURAL
1009100,10032509,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/17/2007,NATURAL
1009100,10023302,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/18/2007,NATURAL
1009100,10023303,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/19/2007,NATURAL
1009100,10039466,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/20/2007,NATURAL
1009100,10020254,COMPRA LOCAL,IGM,IM150CR-7,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/21/2007,NATURAL
